Date,Open,High,Low,Close,Adj Close,Volume
1993-05-17,5.013625,5.443364,5.013625,5.282212,2.322902,49600
1993-05-24,5.228495,5.586611,5.156871,5.300118,2.330776,15000
1993-05-31,5.586611,6.016350,5.443364,6.016350,2.645745,43900
1993-06-07,6.016350,6.159596,5.729857,6.159596,2.708741,12300
1993-06-14,6.159596,6.159596,6.159596,6.159596,2.708741,1200
1993-06-21,6.159596,6.159596,5.729857,5.729857,2.519759,600
1993-06-28,5.729857,6.016350,5.729857,6.016350,2.645745,1800
1993-07-05,6.016350,6.016350,5.873104,6.016350,2.645745,4000
1993-07-12,5.873104,6.159596,5.873104,6.159596,2.708741,4500
1993-07-19,6.159596,6.302843,5.873104,6.302843,2.771734,12100
1993-07-26,6.302843,6.446089,6.016350,6.016350,2.660864,4500
1993-08-02,6.016350,6.589335,6.016350,6.589335,2.914281,1200
1993-08-09,6.016350,6.589335,6.016350,6.589335,2.914281,3000
1993-08-16,6.589335,6.589335,6.589335,6.589335,2.914281,0
1993-08-23,6.589335,6.589335,6.374466,6.374466,2.819250,900
1993-08-30,6.374466,6.374466,6.374466,6.374466,2.819250,0
1993-09-06,6.374466,6.374466,6.374466,6.374466,2.819250,0
1993-09-13,6.365513,6.822111,6.365513,6.822111,3.017231,1800
1993-09-20,6.822111,6.822111,6.231219,6.768394,2.993471,15100
1993-09-27,6.768394,6.768394,6.338655,6.660959,2.945958,4900
1993-10-04,6.660959,6.660959,6.660959,6.660959,2.945958,0
1993-10-11,6.660959,6.768394,6.231219,6.768394,2.993471,10000
1993-10-18,6.768394,6.768394,6.768394,6.768394,2.993471,1500
1993-10-25,6.768394,6.768394,6.660959,6.660959,2.961657,2100
1993-11-01,6.660959,6.660959,6.231219,6.446089,2.866121,900
1993-11-08,6.446089,6.660959,6.446089,6.660959,2.961657,300
1993-11-15,6.660959,6.660959,6.231219,6.231219,2.770583,33500
1993-11-22,6.660959,6.660959,6.660959,6.660959,2.961657,300
1993-11-29,6.660959,6.660959,6.660959,6.660959,2.961657,0
1993-12-06,6.660959,6.768394,6.231219,6.768394,3.009426,8300
1993-12-13,6.768394,6.768394,6.231219,6.768394,3.009426,1200
1993-12-20,6.768394,6.768394,6.231219,6.231219,2.770583,900
1993-12-27,6.231219,6.768394,6.231219,6.580383,2.925830,3900
1994-01-03,6.231219,6.875828,6.231219,6.875828,3.057194,2700
1994-01-10,6.875828,6.875828,6.875828,6.875828,3.057194,0
1994-01-17,6.875828,6.875828,6.875828,6.875828,3.057194,900
1994-01-24,6.875828,6.875828,6.338655,6.338655,2.834295,2100
1994-01-31,6.338655,6.768394,6.338655,6.768394,3.026451,8700
1994-02-07,6.338655,6.983263,6.338655,6.983263,3.122530,900
1994-02-14,6.983263,7.224992,6.338655,7.224992,3.230616,17600
1994-02-21,6.660959,6.902687,6.660959,6.875828,3.074491,8700
1994-02-28,6.875828,6.875828,6.768394,6.768394,3.026451,8700
1994-03-07,6.768394,6.768394,6.768394,6.768394,3.026451,4900
1994-03-14,6.768394,6.768394,6.553524,6.553524,2.930373,8700
1994-03-21,6.446089,6.983263,6.446089,6.983263,3.122530,4600
1994-03-28,6.983263,6.983263,6.983263,6.983263,3.122530,0
1994-04-04,6.983263,6.983263,6.446089,6.983263,3.122530,600
1994-04-11,6.553524,6.875828,6.338655,6.875828,3.074491,3000
1994-04-18,6.875828,6.875828,6.338655,6.338655,2.834295,2100
1994-04-25,6.338655,6.768394,6.338655,6.446089,2.899170,5800
1994-05-02,6.446089,6.446089,6.446089,6.446089,2.899170,0
1994-05-09,6.338655,6.660959,6.338655,6.660959,2.995809,7600
1994-05-16,6.660959,6.875828,6.660959,6.660959,2.995809,900
1994-05-23,6.660959,6.660959,6.338655,6.660959,2.995809,13600
1994-05-30,6.660959,6.875828,6.660959,6.875828,3.092448,300
1994-06-06,6.875828,6.875828,6.553524,6.553524,2.947489,300
1994-06-13,6.553524,6.553524,6.553524,6.553524,2.947489,0
1994-06-20,6.553524,6.875828,6.446089,6.875828,3.092448,14400
1994-06-27,6.338655,6.875828,6.338655,6.875828,3.092448,17000
1994-07-04,6.875828,6.875828,6.875828,6.875828,3.092448,0
1994-07-11,6.875828,6.875828,6.875828,6.875828,3.092448,0
1994-07-18,6.875828,6.875828,6.446089,6.553524,2.947489,14500
1994-07-25,6.553524,6.875828,6.553524,6.553524,3.040513,1800
1994-08-01,6.553524,6.553524,6.553524,6.553524,3.040513,0
1994-08-08,6.553524,6.875828,6.553524,6.875828,3.190047,300
1994-08-15,6.875828,6.875828,6.875828,6.875828,3.190047,0
1994-08-22,6.875828,6.875828,6.660959,6.660959,3.090357,600
1994-08-29,6.660959,6.660959,6.392372,6.553524,3.040513,1500
1994-09-05,6.553524,6.553524,6.553524,6.553524,3.040513,0
1994-09-12,6.553524,6.553524,6.499806,6.499806,3.015591,300
1994-09-19,6.499806,6.499806,6.499806,6.499806,3.015591,0
