Date,Open,High,Low,Close,Adj Close,Volume
1995-08-14,7.750000,8.000000,4.500000,6.750000,6.750000,600600
1995-08-21,6.750000,9.500000,6.500000,8.937500,8.937500,707600
1995-08-28,9.500000,10.000000,7.250000,9.000000,9.000000,404400
1995-09-04,9.000000,9.000000,7.500000,8.500000,8.500000,258600
1995-09-11,8.500000,9.375000,8.000000,9.000000,9.000000,746600
1995-09-18,9.000000,9.500000,8.500000,9.500000,9.500000,473200
1995-09-25,9.500000,9.500000,8.000000,8.000000,8.000000,152600
1995-10-02,8.250000,8.750000,7.250000,8.000000,8.000000,53000
1995-10-09,7.500000,8.250000,7.250000,8.250000,8.250000,224200
1995-10-16,8.250000,8.250000,7.250000,7.750000,7.750000,80400
1995-10-23,7.750000,8.000000,7.250000,7.312500,7.312500,68400
1995-10-30,7.500000,7.750000,7.000000,7.750000,7.750000,100600
1995-11-06,7.250000,7.750000,7.125000,7.750000,7.750000,119800
1995-11-13,7.750000,7.750000,7.250000,7.250000,7.250000,79200
1995-11-20,7.250000,7.750000,7.250000,7.500000,7.500000,57000
1995-11-27,7.250000,7.500000,7.000000,7.500000,7.500000,91600
1995-12-04,7.250000,7.500000,7.000000,7.500000,7.500000,260400
1995-12-11,7.250000,7.500000,7.250000,7.500000,7.500000,260000
1995-12-18,7.250000,7.500000,6.500000,7.000000,7.000000,102200
1995-12-25,6.500000,6.750000,6.000000,6.500000,6.500000,175600
1996-01-01,6.500000,9.000000,6.375000,8.000000,8.000000,503600
1996-01-08,8.250000,8.250000,7.500000,7.750000,7.750000,140400
1996-01-15,8.125000,8.500000,7.500000,8.250000,8.250000,91200
1996-01-22,7.750000,8.500000,7.750000,8.500000,8.500000,105400
1996-01-29,8.500000,12.000000,8.000000,10.875000,10.875000,2762200
1996-02-05,10.750000,12.250000,10.750000,12.250000,12.250000,754400
1996-02-12,11.500000,12.500000,11.500000,12.000000,12.000000,518000
1996-02-19,11.750000,12.000000,11.500000,11.500000,11.500000,645400
1996-02-26,11.750000,13.000000,11.000000,12.000000,12.000000,630000
1996-03-04,13.500000,13.500000,11.000000,11.750000,11.750000,460200
1996-03-11,11.000000,12.000000,11.000000,11.500000,11.500000,233000
1996-03-18,11.750000,12.750000,11.000000,11.500000,11.500000,323000
1996-03-25,12.000000,12.500000,11.250000,11.750000,11.750000,360000
1996-04-01,11.500000,12.000000,10.500000,11.000000,11.000000,262000
1996-04-08,10.500000,10.500000,9.750000,9.750000,9.750000,223400
1996-04-15,9.750000,11.750000,9.750000,11.750000,11.750000,326400
1996-04-22,11.750000,12.500000,11.000000,12.250000,12.250000,200000
1996-04-29,12.250000,12.750000,11.000000,11.000000,11.000000,183000
1996-05-06,11.500000,11.750000,11.000000,11.500000,11.500000,538800
1996-05-13,11.750000,12.750000,11.250000,12.000000,12.000000,171800
1996-05-20,12.000000,12.500000,11.250000,11.750000,11.750000,557200
1996-05-27,11.250000,12.625000,11.250000,12.500000,12.500000,138600
1996-06-03,12.000000,13.000000,11.500000,12.250000,12.250000,177600
1996-06-10,11.500000,12.250000,11.500000,12.000000,12.000000,121000
1996-06-17,11.500000,12.000000,10.000000,10.000000,10.000000,267800
1996-06-24,10.000000,10.750000,8.750000,9.750000,9.750000,690400
1996-07-01,10.250000,11.750000,9.750000,11.375000,11.375000,94600
1996-07-08,11.375000,11.375000,9.500000,9.500000,9.500000,207400
1996-07-15,9.500000,9.625000,8.250000,9.000000,9.000000,298000
1996-07-22,9.000000,9.000000,7.000000,7.750000,7.750000,206800
1996-07-29,7.000000,7.500000,4.375000,5.000000,5.000000,4144000
1996-08-05,5.000000,5.000000,4.500000,5.000000,5.000000,432400
1996-08-12,5.000000,5.000000,4.500000,4.750000,4.750000,171200
1996-08-19,5.000000,5.000000,4.125000,4.625000,4.625000,1525600
1996-08-26,4.500000,4.750000,4.375000,4.500000,4.500000,197600
1996-09-02,4.625000,4.875000,4.250000,4.625000,4.625000,284600
1996-09-09,4.125000,4.625000,4.125000,4.625000,4.625000,183800
1996-09-16,4.625000,7.250000,4.375000,5.375000,5.375000,565400
1996-09-23,5.250000,6.375000,5.250000,6.125000,6.125000,207200
1996-09-30,6.125000,7.000000,5.875000,6.500000,6.500000,272200
1996-10-07,6.250000,7.000000,5.500000,5.875000,5.875000,239200
1996-10-14,5.500000,6.000000,5.375000,5.375000,5.375000,61400
1996-10-21,5.750000,6.000000,5.250000,6.000000,6.000000,89600
1996-10-28,5.500000,6.000000,4.500000,4.750000,4.750000,199400
1996-11-04,5.000000,5.250000,4.750000,4.750000,4.750000,80200
1996-11-11,4.750000,5.250000,4.750000,5.125000,5.125000,129200
1996-11-18,5.000000,5.500000,4.250000,5.375000,5.375000,313600
1996-11-25,5.000000,5.875000,5.000000,5.750000,5.750000,130800
1996-12-02,5.875000,6.000000,5.125000,5.750000,5.750000,163000
1996-12-09,5.750000,5.750000,5.000000,5.000000,5.000000,151200
1996-12-16,5.375000,5.875000,4.500000,4.750000,4.750000,217000
1996-12-23,4.500000,5.375000,4.250000,5.000000,5.000000,185800
1996-12-30,4.875000,5.500000,4.375000,5.187500,5.187500,201800
1997-01-06,5.375000,5.750000,5.000000,5.375000,5.375000,86000
1997-01-13,5.625000,5.750000,5.125000,5.500000,5.500000,57000
1997-01-20,5.500000,5.875000,5.000000,5.312500,5.312500,138600
1997-01-27,5.609300,5.875000,5.125000,5.125000,5.125000,117000
1997-02-03,5.125000,5.625000,5.000000,5.000000,5.000000,82200
1997-02-10,5.000000,5.250000,4.250000,4.500000,4.500000,170400
1997-02-17,4.750000,5.000000,4.250000,4.250000,4.250000,81600
1997-02-24,4.875000,5.000000,4.250000,4.250000,4.250000,93000
1997-03-03,4.250000,5.000000,3.000000,3.000000,3.000000,786000
1997-03-10,3.500000,5.000000,3.375000,4.000000,4.000000,379000
1997-03-17,4.000000,4.375000,3.500000,4.000000,4.000000,144000
1997-03-24,4.000000,4.250000,3.500000,3.750000,3.750000,47400
1997-03-31,4.250000,4.250000,3.250000,3.375000,3.375000,161200
1997-04-07,3.375000,4.125000,3.250000,3.750000,3.750000,710600
1997-04-14,4.109300,4.125000,3.625000,3.625000,3.625000,102200
1997-04-21,3.750000,3.875000,2.875000,3.000000,3.000000,291000
1997-04-28,3.125000,3.750000,2.875000,3.437500,3.437500,139800
1997-05-05,3.625000,3.875000,3.250000,3.500000,3.500000,121400
1997-05-12,3.875000,4.000000,3.500000,3.750000,3.750000,45600
1997-05-19,3.875000,3.875000,2.875000,3.250000,3.250000,137800
1997-05-26,3.125000,3.250000,3.000000,3.000000,3.000000,98400
1997-06-02,3.000000,4.750000,3.000000,4.125000,4.125000,352400
1997-06-09,4.250000,4.750000,4.000000,4.500000,4.500000,393800
1997-06-16,4.500000,4.500000,3.750000,4.000000,4.000000,188200
1997-06-23,4.000000,4.000000,2.500000,3.000000,3.000000,442600
1997-06-30,3.000000,4.000000,3.000000,3.312500,3.312500,249000
1997-07-07,3.500000,3.875000,3.250000,3.375000,3.375000,117400
1997-07-14,3.375000,4.062500,3.375000,3.750000,3.750000,103000
1997-07-21,3.687500,4.125000,3.625000,4.000000,4.000000,149000
1997-07-28,4.125000,4.500000,3.875000,4.500000,4.500000,78800
1997-08-04,4.125000,5.000000,4.000000,4.875000,4.875000,238000
1997-08-11,4.750000,5.125000,4.250000,4.906200,4.906200,162800
1997-08-18,5.000000,5.000000,3.875000,4.125000,4.125000,156800
1997-08-25,4.125000,4.500000,3.750000,3.812500,3.812500,147600
1997-09-01,4.000000,4.250000,3.750000,4.125000,4.125000,171600
1997-09-08,4.125000,4.125000,3.750000,3.750000,3.750000,126800
1997-09-15,3.812500,4.375000,3.750000,4.000000,4.000000,90000
1997-09-22,3.937500,4.250000,3.875000,4.250000,4.250000,128400
1997-09-29,4.250000,4.625000,3.937500,4.125000,4.125000,268200
1997-10-06,4.000000,4.250000,3.687500,3.937500,3.937500,208400
1997-10-13,4.000000,4.125000,3.750000,4.000000,4.000000,119200
1997-10-20,3.937500,4.000000,3.750000,4.000000,4.000000,117400
1997-10-27,3.937500,4.000000,3.437500,3.875000,3.875000,146600
1997-11-03,4.000000,4.000000,3.687500,4.000000,4.000000,49000
1997-11-10,4.000000,4.000000,3.125000,3.500000,3.500000,205000
1997-11-17,3.125000,3.562500,3.000000,3.437500,3.437500,136800
1997-11-24,3.312500,3.375000,3.000000,3.250000,3.250000,75200
1997-12-01,3.125000,3.375000,2.937500,3.062500,3.062500,140600
1997-12-08,3.187500,3.500000,2.937500,3.000000,3.000000,203400
1997-12-15,2.937500,3.500000,2.937500,3.000000,3.000000,479800
1997-12-22,3.000000,3.312500,2.937500,2.937500,2.937500,193000
1997-12-29,2.937500,4.500000,2.937500,4.062500,4.062500,640800
1998-01-05,4.000000,5.375000,3.875000,4.875000,4.875000,422000
1998-01-12,4.750000,5.125000,4.062500,4.812500,4.812500,254000
1998-01-19,4.812500,5.000000,4.750000,5.000000,5.000000,106600
1998-01-26,4.750000,5.000000,4.750000,5.000000,5.000000,120600
1998-02-02,5.000000,5.000000,4.625000,4.687500,4.687500,110200
1998-02-09,4.875000,5.000000,4.625000,5.000000,5.000000,89800
1998-02-16,5.000000,5.125000,4.500000,4.875000,4.875000,258800
1998-02-23,4.875000,5.250000,4.625000,4.812500,4.812500,249200
1998-03-02,4.750000,4.937500,4.125000,4.500000,4.500000,169200
1998-03-09,4.750000,4.875000,4.500000,4.875000,4.875000,95000
1998-03-16,4.875000,5.000000,4.062500,4.687500,4.687500,224200
1998-03-23,4.750000,4.750000,4.062500,4.312500,4.312500,170000
1998-03-30,4.375000,4.625000,4.000000,4.125000,4.125000,109400
1998-04-06,4.062500,4.250000,4.000000,4.125000,4.125000,103200
1998-04-13,4.125000,4.875000,4.000000,4.625000,4.625000,144400
1998-04-20,4.625000,4.875000,4.500000,4.500000,4.500000,96200
1998-04-27,4.812500,4.937500,4.250000,4.625000,4.625000,110000
1998-05-04,4.750000,4.750000,4.187500,4.250000,4.250000,108600
1998-05-11,4.187500,4.375000,3.812500,3.875000,3.875000,214400
1998-05-18,3.625000,4.062500,3.000000,3.500000,3.500000,327800
1998-05-25,3.125000,3.500000,3.000000,3.187500,3.187500,159400
1998-06-01,3.093750,3.437500,3.062500,3.250000,3.250000,45800
1998-06-08,3.437500,4.125000,3.250000,3.625000,3.625000,246200
1998-06-15,3.562500,4.000000,3.562500,3.687500,3.687500,55400
1998-06-22,3.687500,3.875000,3.437500,3.500000,3.500000,68400
1998-06-29,3.687500,3.687500,3.468750,3.531250,3.531250,63400
1998-07-06,3.625000,3.625000,3.437500,3.562500,3.562500,34400
1998-07-13,3.500000,3.875000,3.500000,3.625000,3.625000,131200
1998-07-20,3.500000,3.687500,3.500000,3.562500,3.562500,54800
1998-07-27,3.500000,4.000000,3.312500,3.812500,3.812500,156600
1998-08-03,3.593750,3.968750,3.312500,3.531250,3.531250,155400
1998-08-10,3.468750,3.500000,3.156250,3.312500,3.312500,53400
1998-08-17,3.312500,3.468750,3.156250,3.156250,3.156250,24400
1998-08-24,3.156250,3.250000,2.250000,2.312500,2.312500,122400
1998-08-31,2.250000,2.687500,2.187500,2.187500,2.187500,201200
1998-09-07,2.250000,2.468750,2.187500,2.187500,2.187500,51600
1998-09-14,2.187500,2.312500,2.187500,2.250000,2.250000,85800
1998-09-21,2.187500,2.437500,2.187500,2.343750,2.343750,127800
1998-09-28,2.250000,2.375000,2.218750,2.312500,2.312500,39800
1998-10-05,2.312500,2.312500,2.062500,2.187500,2.187500,109000
1998-10-12,2.312500,2.312500,2.125000,2.187500,2.187500,58200
1998-10-19,2.250000,2.343750,2.000000,2.343750,2.343750,84400
1998-10-26,2.343750,2.375000,2.156250,2.343750,2.343750,63400
1998-11-02,2.187500,2.375000,2.062500,2.312500,2.312500,137400
1998-11-09,2.312500,2.656250,2.187500,2.500000,2.500000,126800
1998-11-16,2.437500,2.625000,2.375000,2.468750,2.468750,73000
1998-11-23,2.375000,2.562500,2.250000,2.250000,2.250000,83400
1998-11-30,2.343750,2.343750,1.937500,1.937500,1.937500,97400
1998-12-07,2.062500,2.468750,1.937500,2.125000,2.125000,193000
1998-12-14,2.062500,2.218750,1.937500,1.937500,1.937500,173600
1998-12-21,2.000000,2.062500,1.937500,1.937500,1.937500,68000
1998-12-28,1.875000,1.937500,1.531250,1.687500,1.687500,300200
1999-01-04,1.687500,1.812500,1.562500,1.750000,1.750000,99000
1999-01-11,1.750000,1.812500,1.500000,1.562500,1.562500,58400
1999-01-18,1.687500,2.031250,1.625000,2.000000,2.000000,62800
1999-01-25,2.000000,2.375000,1.968750,2.312500,2.312500,133600
1999-02-01,2.250000,2.375000,2.187500,2.187500,2.187500,150600
1999-02-08,2.187500,2.437500,2.187500,2.312500,2.312500,118600
1999-02-15,2.312500,2.500000,2.312500,2.500000,2.500000,72200
1999-02-22,2.500000,2.593750,2.375000,2.500000,2.500000,110000
1999-03-01,2.500000,2.593750,2.312500,2.375000,2.375000,66400
1999-03-08,2.312500,2.437500,1.937500,2.000000,2.000000,118200
1999-03-15,2.000000,2.187500,2.000000,2.031250,2.031250,55000
1999-03-22,2.062500,2.125000,1.500000,1.750000,1.750000,170200
1999-03-29,1.750000,2.468750,1.750000,2.312500,2.312500,248800
1999-04-05,2.437500,2.437500,1.937500,2.250000,2.250000,121000
1999-04-12,2.218750,2.250000,1.937500,2.000000,2.000000,248800
1999-04-19,2.156250,2.250000,2.000000,2.093750,2.093750,127000
1999-04-26,2.093750,2.187500,2.000000,2.156250,2.156250,100400
1999-05-03,2.062500,2.187500,2.000000,2.125000,2.125000,101000
1999-05-10,2.062500,2.250000,2.031250,2.218750,2.218750,74200
1999-05-17,2.218750,2.937500,2.156250,2.718750,2.718750,445200
1999-05-24,2.812500,2.812500,2.375000,2.562500,2.562500,119800
1999-05-31,2.468750,2.500000,2.375000,2.375000,2.375000,44000
1999-06-07,2.437500,2.593750,2.187500,2.562500,2.562500,559600
1999-06-14,2.703100,3.500000,2.656250,3.250000,3.250000,1073600
1999-06-21,3.250000,3.250000,3.000000,3.031250,3.031250,245800
1999-06-28,3.218750,5.000000,3.062500,4.250000,4.250000,858200
1999-07-05,4.500000,5.125000,3.875000,5.125000,5.125000,359800
1999-07-12,5.062500,5.187500,4.625000,4.953100,4.953100,230000
1999-07-19,4.875000,4.906250,4.031250,4.187500,4.187500,242000
1999-07-26,4.218750,4.218750,3.625000,3.781250,3.781250,146400
1999-08-02,3.718750,3.718750,3.375000,3.390600,3.390600,145600
1999-08-09,3.414050,3.500000,3.125000,3.218750,3.218750,102200
1999-08-16,3.218750,3.531250,2.875000,3.500000,3.500000,212800
1999-08-23,3.500000,3.593750,3.437500,3.437500,3.437500,86600
1999-08-30,3.484350,3.484350,2.812500,2.937500,2.937500,104800
1999-09-06,3.015600,3.484350,3.000000,3.406250,3.406250,107200
