Date,Open,High,Low,Close,Adj Close,Volume
1987-04-06,18.375000,19.000000,17.875000,18.125000,12.028622,2007100
1987-04-13,18.125000,18.125000,15.875000,18.000000,11.945663,1116900
1987-04-20,18.000000,18.000000,16.875000,16.875000,11.199059,1061800
1987-04-27,16.625000,18.375000,16.000000,18.000000,11.945663,2672800
1987-05-04,18.000000,22.375000,18.000000,21.875000,14.517300,4117600
1987-05-11,22.000000,23.375000,21.125000,21.375000,14.185475,2219400
1987-05-18,21.000000,21.125000,19.750000,20.750000,13.770695,1479100
1987-05-25,21.000000,22.000000,20.500000,21.875000,14.517300,1065200
1987-06-01,21.875000,22.125000,21.500000,21.875000,14.517300,1890800
1987-06-08,21.875000,22.750000,21.125000,21.250000,14.102520,1972500
1987-06-15,21.375000,22.000000,21.250000,21.875000,14.517300,1049500
1987-06-22,22.125000,22.250000,21.500000,21.500000,14.268432,1797300
1987-06-29,21.875000,24.875000,21.875000,24.625000,16.342333,2909100
1987-07-06,24.875000,26.750000,24.750000,26.250000,17.420759,4345600
1987-07-13,26.625000,27.250000,25.500000,27.250000,18.084408,3576500
1987-07-20,27.000000,27.250000,24.000000,24.375000,16.176420,2438600
1987-07-27,24.375000,27.125000,24.375000,26.250000,17.420759,2577400
1987-08-03,27.000000,27.375000,25.375000,26.125000,17.337807,2215600
1987-08-10,26.000000,26.500000,25.375000,25.625000,17.005981,1913900
1987-08-17,25.375000,25.625000,23.625000,24.375000,16.176420,2835700
1987-08-24,23.750000,25.000000,22.500000,24.250000,16.093468,3696600
1987-08-31,24.250000,25.750000,23.875000,24.000000,15.927555,1834000
1987-09-07,24.000000,25.500000,23.750000,25.500000,16.923023,1990000
1987-09-14,25.875000,25.875000,24.500000,24.875000,16.508245,1291200
1987-09-21,24.875000,25.500000,24.125000,24.875000,16.508245,1693800
1987-09-28,25.000000,25.750000,24.125000,25.750000,17.088936,1169200
1987-10-05,25.750000,26.250000,22.625000,23.375000,15.512773,2368400
1987-10-12,23.375000,23.375000,20.875000,20.875000,13.853654,1658100
1987-10-19,20.125000,20.125000,11.625000,15.500000,10.286545,5832100
1987-10-26,14.500000,17.375000,12.625000,16.875000,11.199059,2882900
1987-11-02,16.500000,17.625000,14.625000,15.250000,10.120633,1441700
1987-11-09,14.375000,15.125000,13.250000,14.250000,9.456985,1554500
1987-11-16,14.375000,14.875000,11.875000,12.500000,8.295600,3006900
1987-11-23,12.625000,13.500000,12.500000,12.625000,8.378557,1012900
1987-11-30,12.125000,12.625000,11.125000,12.250000,8.129687,2314400
1987-12-07,12.375000,13.750000,12.000000,13.375000,8.876293,1756200
1987-12-14,13.500000,13.500000,12.125000,13.125000,8.710380,4205200
1987-12-21,13.000000,14.875000,12.875000,14.625000,9.705852,2207100
1987-12-28,14.375000,14.375000,13.500000,13.625000,9.042204,622700
1988-01-04,13.750000,16.375000,13.625000,14.500000,9.622895,2057200
1988-01-11,14.500000,14.750000,13.500000,14.250000,9.456985,1483900
1988-01-18,14.125000,14.500000,13.500000,14.000000,9.291073,814300
1988-01-25,14.125000,15.875000,13.875000,15.750000,10.452457,1278500
1988-02-01,15.625000,16.125000,14.500000,16.000000,10.618366,2122700
1988-02-08,15.875000,17.000000,15.750000,16.375000,10.867237,1953500
1988-02-15,16.500000,16.625000,16.125000,16.500000,10.950192,1150500
1988-02-22,16.375000,17.000000,16.250000,16.500000,10.950192,1320900
1988-02-29,16.500000,16.750000,15.750000,15.875000,10.535413,1179200
1988-03-07,15.875000,17.500000,15.750000,17.500000,11.613841,2118100
1988-03-14,17.500000,18.500000,16.875000,18.375000,12.194533,2071500
1988-03-21,18.250000,18.375000,17.000000,17.125000,11.364972,1339200
1988-03-28,17.125000,17.875000,17.000000,17.875000,11.862707,2070400
1988-04-04,17.875000,19.250000,17.125000,19.000000,12.609313,2155000
1988-04-11,19.375000,19.875000,17.500000,17.750000,11.779753,3690800
